version,1.7.0
info,balls_per_over,6
info,team,Mumbai Indians
info,team,Delhi Capitals
info,gender,male
info,season,2024
info,date,2024/04/07
info,event,Indian Premier League
info,match_number,20
info,venue,"Wankhede Stadium, Mumbai"
info,city,Mumbai
info,toss_winner,Delhi Capitals
info,toss_decision,field
info,player_of_match,R Shepherd
info,umpire,HDPK Dharmasena
info,umpire,UV Gandhe
info,reserve_umpire,VM Dhokre
info,tv_umpire,KN Ananthapadmanabhan
info,match_referee,Prakash Bhatt
info,winner,Mumbai Indians
info,winner_runs,29
info,player,Mumbai Indians,Akash Madhwal
info,player,Mumbai Indians,RG Sharma
info,player,Mumbai Indians,Ishan Kishan
info,player,Mumbai Indians,SA Yadav
info,player,Mumbai Indians,HH Pandya
info,player,Mumbai Indians,Tilak Varma
info,player,Mumbai Indians,TH David
info,player,Mumbai Indians,R Shepherd
info,player,Mumbai Indians,Mohammad Nabi
info,player,Mumbai Indians,G Coetzee
info,player,Mumbai Indians,PP Chawla
info,player,Mumbai Indians,JJ Bumrah
info,player,Delhi Capitals,KK Ahmed
info,player,Delhi Capitals,PP Shaw
info,player,Delhi Capitals,DA Warner
info,player,Delhi Capitals,Abishek Porel
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,RR Pant
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,Lalit Yadav
info,player,Delhi Capitals,Kumar Kushagra
info,player,Delhi Capitals,JA Richardson
info,player,Delhi Capitals,A Nortje
info,player,Delhi Capitals,I Sharma
info,registry,people,A Nortje,acdc62f5
info,registry,people,AR Patel,2e171977
info,registry,people,Abishek Porel,ad3b6e95
info,registry,people,Akash Madhwal,4bd09374
info,registry,people,DA Warner,dcce6f09
info,registry,people,G Coetzee,3204c99f
info,registry,people,HDPK Dharmasena,323e4c16
info,registry,people,HH Pandya,dbe50b21
info,registry,people,I Sharma,5bb1a1c4
info,registry,people,Ishan Kishan,752f7486
info,registry,people,J Fraser-McGurk,9b6e1b3f
info,registry,people,JA Richardson,1ee08e9a
info,registry,people,JJ Bumrah,462411b3
info,registry,people,KK Ahmed,a2f46292
info,registry,people,KN Ananthapadmanabhan,3144063a
info,registry,people,Kumar Kushagra,57ca01b3
info,registry,people,Lalit Yadav,ad427b5c
info,registry,people,Mohammad Nabi,62af8546
info,registry,people,PP Chawla,98ae73b1
info,registry,people,PP Shaw,8b3e9c7c
info,registry,people,Prakash Bhatt,f848ab0b
info,registry,people,R Shepherd,c5aef772
info,registry,people,RG Sharma,740742ef
info,registry,people,RR Pant,919a3be2
info,registry,people,SA Yadav,271f83cd
info,registry,people,T Stubbs,85b3fab2
info,registry,people,TH David,f1f99156
info,registry,people,Tilak Varma,b0482a1d
info,registry,people,UV Gandhe,43dd4011
info,registry,people,VM Dhokre,67df71c9
ball,1,0.1,Mumbai Indians,RG Sharma,Ishan Kishan,KK Ahmed,0,0,,,,,,"",""
ball,1,0.2,Mumbai Indians,RG Sharma,Ishan Kishan,KK Ahmed,1,0,,,,,,"",""
ball,1,0.3,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,1,0,,,,,,"",""
ball,1,0.4,Mumbai Indians,RG Sharma,Ishan Kishan,KK Ahmed,1,0,,,,,,"",""
ball,1,0.5,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,4,0,,,,,,"",""
ball,1,0.6,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,0,0,,,,,,"",""
ball,1,1.1,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,1,1,,,,,"",""
ball,1,1.2,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,4,0,,,,,,"",""
ball,1,1.3,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,4,0,,,,,,"",""
ball,1,1.4,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,5,5,,,,,"",""
ball,1,1.5,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,0,,,,,,"",""
ball,1,1.6,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,0,,,,,,"",""
ball,1,1.7,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,0,,,,,,"",""
ball,1,1.8,Mumbai Indians,RG Sharma,Ishan Kishan,I Sharma,0,0,,,,,,"",""
ball,1,2.1,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,2,0,,,,,,"",""
ball,1,2.2,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,0,0,,,,,,"",""
ball,1,2.3,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,0,0,,,,,,"",""
ball,1,2.4,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,4,0,,,,,,"",""
ball,1,2.5,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,2,0,,,,,,"",""
ball,1,2.6,Mumbai Indians,Ishan Kishan,RG Sharma,KK Ahmed,4,0,,,,,,"",""
ball,1,3.1,Mumbai Indians,RG Sharma,Ishan Kishan,JA Richardson,0,0,,,,,,"",""
ball,1,3.2,Mumbai Indians,RG Sharma,Ishan Kishan,JA Richardson,6,0,,,,,,"",""
ball,1,3.3,Mumbai Indians,RG Sharma,Ishan Kishan,JA Richardson,6,0,,,,,,"",""
ball,1,3.4,Mumbai Indians,RG Sharma,Ishan Kishan,JA Richardson,0,0,,,,,,"",""
ball,1,3.5,Mumbai Indians,RG Sharma,Ishan Kishan,JA Richardson,1,0,,,,,,"",""
ball,1,3.6,Mumbai Indians,Ishan Kishan,RG Sharma,JA Richardson,0,0,,,,,,"",""
ball,1,4.1,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,6,0,,,,,,"",""
ball,1,4.2,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,1,0,,,,,,"",""
ball,1,4.3,Mumbai Indians,Ishan Kishan,RG Sharma,AR Patel,1,0,,,,,,"",""
ball,1,4.4,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,4,0,,,,,,"",""
ball,1,4.5,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,1,0,,,,,,"",""
ball,1,4.6,Mumbai Indians,Ishan Kishan,RG Sharma,AR Patel,1,0,,,,,,"",""
ball,1,5.1,Mumbai Indians,Ishan Kishan,RG Sharma,Lalit Yadav,1,0,,,,,,"",""
ball,1,5.2,Mumbai Indians,RG Sharma,Ishan Kishan,Lalit Yadav,4,0,,,,,,"",""
ball,1,5.3,Mumbai Indians,RG Sharma,Ishan Kishan,Lalit Yadav,4,0,,,,,,"",""
ball,1,5.4,Mumbai Indians,RG Sharma,Ishan Kishan,Lalit Yadav,2,0,,,,,,"",""
ball,1,5.5,Mumbai Indians,RG Sharma,Ishan Kishan,Lalit Yadav,0,0,,,,,,"",""
ball,1,5.6,Mumbai Indians,RG Sharma,Ishan Kishan,Lalit Yadav,4,0,,,,,,"",""
ball,1,6.1,Mumbai Indians,Ishan Kishan,RG Sharma,AR Patel,4,0,,,,,,"",""
ball,1,6.2,Mumbai Indians,Ishan Kishan,RG Sharma,AR Patel,1,0,,,,,,"",""
ball,1,6.3,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,0,0,,,,,,"",""
ball,1,6.4,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,0,0,,,,,,"",""
ball,1,6.5,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,0,0,,,,,,"",""
ball,1,6.6,Mumbai Indians,RG Sharma,Ishan Kishan,AR Patel,0,0,,,,,,bowled,RG Sharma
ball,1,7.1,Mumbai Indians,Ishan Kishan,SA Yadav,A Nortje,1,0,,,,,,"",""
ball,1,7.2,Mumbai Indians,SA Yadav,Ishan Kishan,A Nortje,0,0,,,,,,"",""
ball,1,7.3,Mumbai Indians,SA Yadav,Ishan Kishan,A Nortje,0,0,,,,,,caught,SA Yadav
ball,1,7.4,Mumbai Indians,HH Pandya,Ishan Kishan,A Nortje,0,0,,,,,,"",""
ball,1,7.5,Mumbai Indians,HH Pandya,Ishan Kishan,A Nortje,2,0,,,,,,"",""
ball,1,7.6,Mumbai Indians,HH Pandya,Ishan Kishan,A Nortje,1,0,,,,,,"",""
