version,1.7.0
info,balls_per_over,6
info,team,Chennai Super Kings
info,team,Delhi Capitals
info,gender,male
info,season,2023
info,date,2023/05/10
info,event,Indian Premier League
info,match_number,55
info,venue,"MA Chidambaram Stadium, Chepauk, Chennai"
info,city,Chennai
info,toss_winner,Chennai Super Kings
info,toss_decision,bat
info,player_of_match,RA Jadeja
info,umpire,CB Gaffaney
info,umpire,NA Patwardhan
info,reserve_umpire,M Krishnadas
info,tv_umpire,AK Chaudhary
info,match_referee,Sanjay Verma
info,winner,Chennai Super Kings
info,winner_runs,27
info,player,Chennai Super Kings,M Pathirana
info,player,Chennai Super Kings,RD Gaikwad
info,player,Chennai Super Kings,DP Conway
info,player,Chennai Super Kings,AM Rahane
info,player,Chennai Super Kings,MM Ali
info,player,Chennai Super Kings,S Dube
info,player,Chennai Super Kings,AT Rayudu
info,player,Chennai Super Kings,RA Jadeja
info,player,Chennai Super Kings,MS Dhoni
info,player,Chennai Super Kings,DL Chahar
info,player,Chennai Super Kings,TU Deshpande
info,player,Chennai Super Kings,M Theekshana
info,player,Delhi Capitals,KK Ahmed
info,player,Delhi Capitals,DA Warner
info,player,Delhi Capitals,PD Salt
info,player,Delhi Capitals,MR Marsh
info,player,Delhi Capitals,MK Pandey
info,player,Delhi Capitals,RR Rossouw
info,player,Delhi Capitals,RV Patel
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,Aman Hakim Khan
info,player,Delhi Capitals,Lalit Yadav
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,I Sharma
info,registry,people,AK Chaudhary,fdcc6236
info,registry,people,AM Rahane,29e95537
info,registry,people,AR Patel,2e171977
info,registry,people,AT Rayudu,70d205c9
info,registry,people,Aman Hakim Khan,378daa89
info,registry,people,CB Gaffaney,d5ac41d8
info,registry,people,DA Warner,dcce6f09
info,registry,people,DL Chahar,23eeb873
info,registry,people,DP Conway,df5a6881
info,registry,people,I Sharma,5bb1a1c4
info,registry,people,KK Ahmed,a2f46292
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,Lalit Yadav,ad427b5c
info,registry,people,M Krishnadas,e298c588
info,registry,people,M Pathirana,64839cb3
info,registry,people,M Theekshana,f24c6701
info,registry,people,MK Pandey,93b4fc78
info,registry,people,MM Ali,bb351c23
info,registry,people,MR Marsh,3d8feaf8
info,registry,people,MS Dhoni,4a8a2e3b
info,registry,people,NA Patwardhan,e6ef687d
info,registry,people,PD Salt,3d284ca3
info,registry,people,RA Jadeja,fe93fd9d
info,registry,people,RD Gaikwad,45a43fe2
info,registry,people,RR Rossouw,cad00a4d
info,registry,people,RV Patel,60500956
info,registry,people,S Dube,a4e37e47
info,registry,people,Sanjay Verma,bc19a37f
info,registry,people,TU Deshpande,46a9bea1
ball,1,0.1,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,0,0,,,,,,"",""
ball,1,0.2,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,0,0,,,,,,"",""
ball,1,0.3,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,1,0,,,,,,"",""
ball,1,0.4,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,1,0,,,,,,"",""
ball,1,0.5,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,1,0,,,,,,"",""
ball,1,0.6,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,0,1,1,,,,,"",""
ball,1,0.7,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,0,0,,,,,,"",""
ball,1,1.1,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,0,1,1,,,,,"",""
ball,1,1.2,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,0,0,,,,,,"",""
ball,1,1.3,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,4,0,,,,,,"",""
ball,1,1.4,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,1,0,,,,,,"",""
ball,1,1.5,Chennai Super Kings,DP Conway,RD Gaikwad,I Sharma,0,1,1,,,,,"",""
ball,1,1.6,Chennai Super Kings,DP Conway,RD Gaikwad,I Sharma,0,1,,,,1,,"",""
ball,1,1.7,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,4,0,,,,,,"",""
ball,1,1.8,Chennai Super Kings,RD Gaikwad,DP Conway,I Sharma,4,0,,,,,,"",""
ball,1,2.1,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,0,0,,,,,,"",""
ball,1,2.2,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,2,0,,,,,,"",""
ball,1,2.3,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,1,0,,,,,,"",""
ball,1,2.4,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,1,0,,,,,,"",""
ball,1,2.5,Chennai Super Kings,DP Conway,RD Gaikwad,KK Ahmed,1,0,,,,,,"",""
ball,1,2.6,Chennai Super Kings,RD Gaikwad,DP Conway,KK Ahmed,0,0,,,,,,"",""
ball,1,3.1,Chennai Super Kings,DP Conway,RD Gaikwad,Lalit Yadav,0,0,,,,,,"",""
ball,1,3.2,Chennai Super Kings,DP Conway,RD Gaikwad,Lalit Yadav,1,0,,,,,,"",""
ball,1,3.3,Chennai Super Kings,RD Gaikwad,DP Conway,Lalit Yadav,1,0,,,,,,"",""
ball,1,3.4,Chennai Super Kings,DP Conway,RD Gaikwad,Lalit Yadav,4,0,,,,,,"",""
ball,1,3.5,Chennai Super Kings,DP Conway,RD Gaikwad,Lalit Yadav,0,0,,,,,,"",""
ball,1,3.6,Chennai Super Kings,DP Conway,RD Gaikwad,Lalit Yadav,0,1,,,,1,,"",""
ball,1,4.1,Chennai Super Kings,DP Conway,RD Gaikwad,AR Patel,0,0,,,,,,lbw,DP Conway
ball,1,4.2,Chennai Super Kings,AM Rahane,RD Gaikwad,AR Patel,0,0,,,,,,"",""
ball,1,4.3,Chennai Super Kings,AM Rahane,RD Gaikwad,AR Patel,4,0,,,,,,"",""
ball,1,4.4,Chennai Super Kings,AM Rahane,RD Gaikwad,AR Patel,0,0,,,,,,"",""
ball,1,4.5,Chennai Super Kings,AM Rahane,RD Gaikwad,AR Patel,4,0,,,,,,"",""
ball,1,4.6,Chennai Super Kings,AM Rahane,RD Gaikwad,AR Patel,1,0,,,,,,"",""
ball,1,5.1,Chennai Super Kings,AM Rahane,RD Gaikwad,I Sharma,1,0,,,,,,"",""
