version,1.7.0
info,balls_per_over,6
info,team,Lucknow Super Giants
info,team,Delhi Capitals
info,gender,male
info,season,2025
info,date,2025/04/22
info,event,Indian Premier League
info,match_number,40
info,venue,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
info,city,Lucknow
info,toss_winner,Delhi Capitals
info,toss_decision,field
info,player_of_match,Mukesh Kumar
info,umpire,KM Gandhi
info,umpire,MV Saidharshan Kumar
info,reserve_umpire,M Krishnadas
info,tv_umpire,KN Ananthapadmanabhan
info,match_referee,J Srinath
info,winner,Delhi Capitals
info,winner_wickets,8
info,player,Lucknow Super Giants,AK Markram
info,player,Lucknow Super Giants,MR Marsh
info,player,Lucknow Super Giants,N Pooran
info,player,Lucknow Super Giants,Abdul Samad
info,player,Lucknow Super Giants,DA Miller
info,player,Lucknow Super Giants,A Badoni
info,player,Lucknow Super Giants,RR Pant
info,player,Lucknow Super Giants,SN Thakur
info,player,Lucknow Super Giants,Ravi Bishnoi
info,player,Lucknow Super Giants,DS Rathi
info,player,Lucknow Super Giants,Avesh Khan
info,player,Lucknow Super Giants,Prince Yadav
info,player,Delhi Capitals,Abishek Porel
info,player,Delhi Capitals,KK Nair
info,player,Delhi Capitals,KL Rahul
info,player,Delhi Capitals,AR Patel
info,player,Delhi Capitals,T Stubbs
info,player,Delhi Capitals,Ashutosh Sharma
info,player,Delhi Capitals,V Nigam
info,player,Delhi Capitals,MA Starc
info,player,Delhi Capitals,PVD Chameera
info,player,Delhi Capitals,Kuldeep Yadav
info,player,Delhi Capitals,Mukesh Kumar
info,registry,people,A Badoni,872b03f7
info,registry,people,AK Markram,6a26221c
info,registry,people,AR Patel,2e171977
info,registry,people,Abdul Samad,8e514b4c
info,registry,people,Abishek Porel,ad3b6e95
info,registry,people,Ashutosh Sharma,84d9c311
info,registry,people,Avesh Khan,eef2536f
info,registry,people,DA Miller,d67d5f00
info,registry,people,DS Rathi,13fc5c6d
info,registry,people,J Srinath,bad31fac
info,registry,people,KK Nair,944533a5
info,registry,people,KL Rahul,b17e2f24
info,registry,people,KM Gandhi,a9421c64
info,registry,people,KN Ananthapadmanabhan,3144063a
info,registry,people,Kuldeep Yadav,8d2c70ad
info,registry,people,M Krishnadas,e298c588
info,registry,people,MA Starc,3fb19989
info,registry,people,MR Marsh,3d8feaf8
info,registry,people,MV Saidharshan Kumar,54b6007b
info,registry,people,Mukesh Kumar,2cffab74
info,registry,people,N Pooran,3241e3fd
info,registry,people,PVD Chameera,327b58d3
info,registry,people,Prince Yadav,80b2fb19
info,registry,people,RR Pant,919a3be2
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,SN Thakur,1abb78f8
info,registry,people,T Stubbs,85b3fab2
info,registry,people,V Nigam,5ffc0565
ball,1,0.1,Lucknow Super Giants,AK Markram,MR Marsh,AR Patel,0,0,,,,,,"",""
ball,1,0.2,Lucknow Super Giants,AK Markram,MR Marsh,AR Patel,1,0,,,,,,"",""
ball,1,0.3,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,1,0,,,,,,"",""
ball,1,0.4,Lucknow Super Giants,AK Markram,MR Marsh,AR Patel,1,0,,,,,,"",""
ball,1,0.5,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,0,0,,,,,,"",""
ball,1,0.6,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,0,0,,,,,,"",""
ball,1,1.1,Lucknow Super Giants,AK Markram,MR Marsh,MA Starc,2,0,,,,,,"",""
ball,1,1.2,Lucknow Super Giants,AK Markram,MR Marsh,MA Starc,0,0,,,,,,"",""
ball,1,1.3,Lucknow Super Giants,AK Markram,MR Marsh,MA Starc,0,0,,,,,,"",""
ball,1,1.4,Lucknow Super Giants,AK Markram,MR Marsh,MA Starc,6,0,,,,,,"",""
ball,1,1.5,Lucknow Super Giants,AK Markram,MR Marsh,MA Starc,1,0,,,,,,"",""
ball,1,1.6,Lucknow Super Giants,MR Marsh,AK Markram,MA Starc,0,0,,,,,,"",""
ball,1,2.1,Lucknow Super Giants,AK Markram,MR Marsh,AR Patel,1,0,,,,,,"",""
ball,1,2.2,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,4,0,,,,,,"",""
ball,1,2.3,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,1,0,,,,,,"",""
ball,1,2.4,Lucknow Super Giants,AK Markram,MR Marsh,AR Patel,1,0,,,,,,"",""
ball,1,2.5,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,0,0,,,,,,"",""
ball,1,2.6,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,0,0,,,,,,"",""
ball,1,3.1,Lucknow Super Giants,AK Markram,MR Marsh,Mukesh Kumar,4,0,,,,,,"",""
ball,1,3.2,Lucknow Super Giants,AK Markram,MR Marsh,Mukesh Kumar,0,0,,,,,,"",""
ball,1,3.3,Lucknow Super Giants,AK Markram,MR Marsh,Mukesh Kumar,6,0,,,,,,"",""
ball,1,3.4,Lucknow Super Giants,AK Markram,MR Marsh,Mukesh Kumar,1,0,,,,,,"",""
ball,1,3.5,Lucknow Super Giants,MR Marsh,AK Markram,Mukesh Kumar,1,0,,,,,,"",""
ball,1,3.6,Lucknow Super Giants,AK Markram,MR Marsh,Mukesh Kumar,0,0,,,,,,"",""
ball,1,4.1,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,0,0,,,,,,"",""
ball,1,4.2,Lucknow Super Giants,MR Marsh,AK Markram,AR Patel,4,0,,,,,,"",""
